title,cuisines,reviews,star rating,restaurant serial number,cuisines_melt,cuisines_all
PhoEver,"Chinese, Japanese",6,3.5,4017,cuisine_1,Chinese
Lunzers,,1,4.0,4018,cuisine_1,
Geier. Die Bäckerei,"Bakeries, Cafe",18,3.5,4019,cuisine_1,Bakeries
Die Kantine,,1,4.0,4020,cuisine_1,
Luxor,"Cafe, International",3,3.5,4021,cuisine_1,Cafe
Nguyen Van Tung,Vietnamese,1,4.0,4022,cuisine_1,Vietnamese
Twistcafe,"Dessert, Bar",2,3.5,4023,cuisine_1,Dessert
Anker Snack & Coffee,Bakeries,3,3.5,4024,cuisine_1,Bakeries
Buschenschank Lackner,Wine Bar,3,3.5,4025,cuisine_1,Wine Bar
Restaurant Sato,Turkish,3,3.5,4026,cuisine_1,Turkish
INTERSPAR-Restaurant,,1,4.0,4027,cuisine_1,
Lepenac Grill,"European, Croatian",1,4.0,4028,cuisine_1,European
Cafe Galerie,,1,4.0,4029,cuisine_1,
Cafe Cubita,Cafe,1,4.0,4030,cuisine_1,Cafe
Gaumenfreund,"Austrian, European",1,4.0,4031,cuisine_1,Austrian
Caféhaus Holler,"Austrian, European",2,3.5,4032,cuisine_1,Austrian
Hausegemachte Langos,Fast Food,1,4.0,4033,cuisine_1,Fast Food
Leskovacki Zar,"European, Croatian",3,3.5,4034,cuisine_1,European
Pizzeria Casanova,"Italian, Pizza",9,3.0,4035,cuisine_1,Italian
Cafe Restaurant Mittendrin,"Austrian, European",1,4.0,4036,cuisine_1,Austrian
2Lounge Cafe Bar Lounge,,26,3.5,4037,cuisine_1,
Mc Donald's,Fast Food,18,3.0,4038,cuisine_1,Fast Food
Caffetteria,,2,3.5,4039,cuisine_1,
Bachstubn,"Brew Pub, Pub",2,3.5,4040,cuisine_1,Brew Pub
Buffet-Espresso: Zum Konstantineck,,3,3.5,4041,cuisine_1,
Restaurant Hemingway,"Austrian, Cafe",3,3.5,4042,cuisine_1,Austrian
Café Vilimek,,2,3.5,4043,cuisine_1,
Sichuan Wien,Chinese,3,3.5,4044,cuisine_1,Chinese
Georg Sommerbauer,"Austrian, European",7,3.5,4045,cuisine_1,Austrian
Library Cafe WU Wien,"Coffee & Tea, Cafe",41,3.0,4046,cuisine_1,Coffee & Tea
Fornetti Baeckerei,"Bakeries, Cafe",2,3.5,4047,cuisine_1,Bakeries
KJU Bar,"Bar, Pub",4,4.0,4048,cuisine_1,Bar
Quentin Kaffeebar,"Cafe, Pub",3,3.5,4049,cuisine_1,Cafe
Suess & g´sund,"Coffee & Tea, Deli",1,4.0,4050,cuisine_1,Coffee & Tea
Schnitzelbar,Fast Food,2,3.5,4051,cuisine_1,Fast Food
Berggasthof,"Austrian, European",2,3.0,4052,cuisine_1,Austrian
INTERSPAR-Restaurant,,6,3.5,4053,cuisine_1,
Rumba & Mambo,"Latin, Bar",15,3.5,4054,cuisine_1,Latin
Landgasthaus Scheiblingstein,"Austrian, European",33,3.5,4055,cuisine_1,Austrian
Grünstern,"Cafe, European",1,4.0,4056,cuisine_1,Cafe
Salon Sacher,"Coffee & Tea, French",68,3.0,4057,cuisine_1,Coffee & Tea
Beo,,1,4.0,4058,cuisine_1,
NEUERWirt,"Austrian, European",46,3.0,4059,cuisine_1,Austrian
Gastwirtschaft,,2,3.5,4060,cuisine_1,
Karwans Küche,Middle Eastern,1,4.0,4061,cuisine_1,Middle Eastern
Cafe-Restaurant Am Platz'l,,3,3.5,4062,cuisine_1,
Ashna,,3,4.5,4063,cuisine_1,
P Dussmann GmbH,,1,4.0,4064,cuisine_1,
Movie Cafe,,1,4.0,4065,cuisine_1,
TU Cafe,,2,3.5,4066,cuisine_1,
Burger Boutique Wien10,"Mexican, German",8,3.0,4067,cuisine_1,Mexican
aPERFECT,,1,4.0,4068,cuisine_1,
Rakki Sushi & Wok,"Chinese, Sushi",7,3.5,4069,cuisine_1,Chinese
Scala,"Italian, Pizza",3,3.5,4070,cuisine_1,Italian
Gasthaus Haschka,,2,3.5,4071,cuisine_1,
Schnitzlwirt,German,1,4.0,4072,cuisine_1,German
Gedik,,1,5.0,4073,cuisine_1,
Lucky Pavillon,"Chinese, Japanese",4,3.5,4074,cuisine_1,Chinese
Burger King,"American, Fast Food",4,3.5,4075,cuisine_1,American
Asia Restaurant Yang,"Chinese, Japanese",3,3.5,4076,cuisine_1,Chinese
Cafe Spitt,,1,4.0,4077,cuisine_1,
Lounge Bar Cafe,"Austrian, European",1,4.0,4078,cuisine_1,Austrian
Phoever,"Sushi, Asian",5,3.0,4079,cuisine_1,Sushi
Bellini,Italian,1,4.0,4080,cuisine_1,Italian
The new Deli Pizza,Pizza,1,4.0,4081,cuisine_1,Pizza
"NORDSEE, Mariahilfer Straße 84",,3,3.0,4082,cuisine_1,
Nordsee,Seafood,5,3.0,4083,cuisine_1,Seafood
Etap Town Town,Middle Eastern,2,3.0,4084,cuisine_1,Middle Eastern
Chez Ferenc,French,1,4.0,4085,cuisine_1,French
Montelini,"Italian, Pizza",31,3.0,4086,cuisine_1,Italian
Fercos Biergarten,"European, Central European",10,3.0,4087,cuisine_1,European
Cafe Segafredo,"Coffee & Tea, Italian",9,3.5,4088,cuisine_1,Coffee & Tea
Kebap & Pizza Haus,,3,3.5,4089,cuisine_1,
Buffalino,"Italian, Pizza",20,3.0,4090,cuisine_1,Italian
Lamm,,3,3.0,4091,cuisine_1,
Kleinbonum,"Bars & Pubs, Pub",2,3.5,4092,cuisine_1,Bars & Pubs
Dean&David Austria Campus,,4,3.5,4093,cuisine_1,
Pizzeria San Carino,Pizza,5,3.0,4094,cuisine_1,Pizza
Billardcafe KOO,"Bar, Cafe",16,3.0,4095,cuisine_1,Bar
Backshop 24,,3,3.5,4096,cuisine_1,
Gosser Brau Wien 1230,"Austrian, Central European",32,3.0,4097,cuisine_1,Austrian
Asia Pavillon,"Chinese, Asian",25,3.5,4098,cuisine_1,Chinese
Aangan,,2,3.5,4099,cuisine_1,
Lindauerhof,"Austrian, European",5,3.5,4100,cuisine_1,Austrian
Schaumweinhauschen,"Bars & Pubs, Bar",9,3.5,4101,cuisine_1,Bars & Pubs
Ristorante Don Alfredo,"Italian, Mediterranean",97,3.0,4102,cuisine_1,Italian
Biofood,Indian,2,3.0,4103,cuisine_1,Indian
Restaurant Ecke,,3,3.5,4104,cuisine_1,
Tasty Kebap & Pizza,"Mediterranean, Turkish",4,3.0,4105,cuisine_1,Mediterranean
Pizzeria Fantastica,"Italian, Pizza",36,3.0,4106,cuisine_1,Italian
Babu,"Bars & Pubs, Bar",2,4.0,4107,cuisine_1,Bars & Pubs
Schlossstube Laudon,Greek,8,3.0,4108,cuisine_1,Greek
Pizzeria Al Contadino,Italian,2,3.0,4109,cuisine_1,Italian
Numero7 Osteria Italiana & Thai,"Italian, Thai",4,4.0,4110,cuisine_1,Italian
Restaurant Lovac,European,22,3.5,4111,cuisine_1,European
Zeiler am Hauerweg,"Austrian, European",40,3.0,4112,cuisine_1,Austrian
Pasha,Fast Food,2,3.0,4113,cuisine_1,Fast Food
Fisch & Co,Seafood,5,4.0,4114,cuisine_1,Seafood
'O io Poke,,8,3.0,4115,cuisine_1,
Oberreiter - Der Fladenwirt,International,3,3.0,4116,cuisine_1,International
Della Lucia - Eis - Cafe - Bar,"Italian, Cafe",130,3.0,4117,cuisine_1,Italian
Le Sette Fontane,"Coffee & Tea, Cafe",4,3.0,4118,cuisine_1,Coffee & Tea
Obb Lounge Vienna,Coffee & Tea,7,2.5,4119,cuisine_1,Coffee & Tea
Pizzeria Da Raffaello,Pizza,5,3.5,4120,cuisine_1,Pizza
NEYSE Coffee & Food,"Cafe, Street Food",2,3.0,4121,cuisine_1,Cafe
KFC,,2,3.0,4122,cuisine_1,
China Restaurant Tien Du,Chinese,5,3.0,4123,cuisine_1,Chinese
Down Under Pub,Pub,5,3.0,4124,cuisine_1,Pub
Cafe Capriole,,4,3.0,4125,cuisine_1,
Billini Pizzeria,"Italian, NorthernItalian",5,3.5,4126,cuisine_1,Italian
Shilla ,"Asian, Korean",2,3.0,4127,cuisine_1,Asian
Gasthaus Koci,"German, Austrian",39,3.0,4128,cuisine_1,German
Holzofenbäckerei Gragger & Cie am Vorgartenmarkt,"Bakeries, Austrian",1,3.0,4129,cuisine_1,Bakeries
YO‘MIEN,Asian,1,3.0,4130,cuisine_1,Asian
Meissl&Schadn,"German, European",1,3.0,4131,cuisine_1,German
BP,,1,3.0,4132,cuisine_1,
Ströck - Klinik Favoriten,,1,3.0,4133,cuisine_1,
Gasthaus Binder,,1,3.0,4134,cuisine_1,
Schnitzel Man,"Austrian, European",1,3.0,4135,cuisine_1,Austrian
L'inisio Kitchen,Italian,1,3.0,4136,cuisine_1,Italian
Yildiz Kebap Pizza Schnitzelhaus,,2,3.0,4137,cuisine_1,
Bistro Europa,,1,3.0,4138,cuisine_1,
Cafe Bar Basz,"Bar, Cafe",1,3.0,4139,cuisine_1,Bar
Absolut Restaurant & Bar,Middle Eastern,2,3.0,4140,cuisine_1,Middle Eastern
Kebap Zentrum,Turkish,2,3.0,4141,cuisine_1,Turkish
Brunner´s,,1,3.0,4142,cuisine_1,
Burger King,"Quick Bites, Fast Food",1,3.0,4143,cuisine_1,Quick Bites
BackWerk,,1,3.0,4144,cuisine_1,
Malu - Frozen Yogurt,"Dessert, Cafe",1,3.0,4145,cuisine_1,Dessert
INTERSPAR-Restaurant,,1,3.0,4146,cuisine_1,
Cafeteria - Gelateria PIERO,,2,3.0,4147,cuisine_1,
Gartenschank Im Alten Stadl,"Austrian, European",1,3.0,4148,cuisine_1,Austrian
Pasta Manifattura,Italian,1,3.0,4149,cuisine_1,Italian
Vevi Restaurant 1200,"International, Asian",1,3.0,4150,cuisine_1,International
Barke's Audimax Cafe & Buffet,"Italian, Austrian",1,3.0,4151,cuisine_1,Italian
Prunkstuck,,1,3.0,4152,cuisine_1,
Pandos Tex-Mex,,1,3.0,4153,cuisine_1,
China Restaurant Ye,,1,3.0,4154,cuisine_1,
INTERSPAR-Restaurant,,1,3.0,4155,cuisine_1,
Ra'mien go Wien Mitte,"Japanese, Asian",1,3.0,4156,cuisine_1,Japanese
Fresh & Co,"Pizza, Cafe",1,3.0,4157,cuisine_1,Pizza
Pub Cafe Shelby & Shelby's Contra,Pub,1,3.0,4158,cuisine_1,Pub
Finca Mexicana,"Mexican, American",1,3.0,4159,cuisine_1,Mexican
Café Und Imbiss Am Platzl,"Austrian, European",,,4160,cuisine_1,Austrian
Akakiko,Asian,1,3.0,4161,cuisine_1,Asian
Merkur Markt,,1,3.0,4162,cuisine_1,
China Restaurant Tian-Tin,"Chinese, Cantonese",2,4.0,4163,cuisine_1,Chinese
Ausblick.Wien - Weingut Dr. Höfler,"Austrian, European",1,3.0,4164,cuisine_1,Austrian
Coffee Fellows,"Coffee & Tea, Cafe",11,3.0,4165,cuisine_1,Coffee & Tea
Weinbau & Buschenschank Familie Frauneder,"Austrian, European",10,3.0,4166,cuisine_1,Austrian
Il Pennello Ristorante & Pinseria,"Quick Bites, Italian",4,3.0,4167,cuisine_1,Quick Bites
"Pommes Freunde, Vienna",,2,3.0,4168,cuisine_1,
Opera Motion Gasto,,4,3.0,4169,cuisine_1,
Munchos - Peri Peri Chicken,Grill,2,3.0,4170,cuisine_1,Grill
Kekko 1100,,3,3.0,4171,cuisine_1,
Mortarabeisl,"Austrian, European",3,3.0,4172,cuisine_1,Austrian
Red Apple Creperie & Juice Bar,"Bar, Cafe",2,3.0,4173,cuisine_1,Bar
Mcdonald's,American,6,3.0,4174,cuisine_1,American
"Asia Restaurant ""Stammhaus""",,7,3.0,4175,cuisine_1,
Great Amritsar Indian Restaurant,Indian,2,3.0,4176,cuisine_1,Indian
Citylake Asian Restaurant,"Sushi, Asian",34,3.0,4177,cuisine_1,Sushi
Matuya,"Japanese, Sushi",12,3.0,4178,cuisine_1,Japanese
Piccolo Ristorante - Pizzeria,"Italian, Pizza",5,3.0,4179,cuisine_1,Italian
Café Henriette,,3,3.5,4180,cuisine_1,
Wolke 1090,Pizza,2,3.0,4181,cuisine_1,Pizza
Hafenkneipe G. Maqroll,"Austrian, Seafood",4,3.0,4182,cuisine_1,Austrian
Cafe Klim Bim,"Coffee & Tea, Cafe",6,3.0,4183,cuisine_1,Coffee & Tea
Babylon,,11,3.5,4184,cuisine_1,
Kahlenberg,"Austrian, International",145,3.0,4185,cuisine_1,Austrian
Die Station,,19,3.0,4186,cuisine_1,
Eissalon Salek,"Dessert, Deli",9,3.5,4187,cuisine_1,Dessert
Wiener Würstelstand,"Quick Bites, Austrian",2,3.0,4188,cuisine_1,Quick Bites
Berggasthof Magdalenenhof,"Austrian, European",7,3.0,4189,cuisine_1,Austrian
Cafe CI Club International,"Bar, Cafe",7,3.0,4190,cuisine_1,Bar
Odessa Restaurant Vienna,"International, Eastern European",10,3.0,4191,cuisine_1,International
Villa Victoria,"Austrian, European",17,3.0,4192,cuisine_1,Austrian
Probushof,"Austrian, European",2,3.0,4193,cuisine_1,Austrian
Das Göxl,"Austrian, European",3,3.0,4194,cuisine_1,Austrian
KuFung,"Chinese, Sushi",2,3.0,4195,cuisine_1,Chinese
Castelletto,"Italian, Austrian",9,3.0,4196,cuisine_1,Italian
!Bebop daslokal,"Austrian, European",2,3.0,4197,cuisine_1,Austrian
Rasthaus Rohrhaus,"Austrian, Diner",23,3.0,4198,cuisine_1,Austrian
Restaurant Ventuno,"Italian, Austrian",2,3.0,4199,cuisine_1,Italian
Ikea,"European, Scandinavian",20,3.0,4200,cuisine_1,European
Tea Plus,"Quick Bites, Asian",18,3.0,4201,cuisine_1,Quick Bites
Pizza Del Popolo / Tequilabar,"Italian, Bar",16,3.0,4202,cuisine_1,Italian
Mc Donald's,Fast Food,24,3.0,4203,cuisine_1,Fast Food
Pizzeria Roma,"Italian, Pizza",34,3.0,4204,cuisine_1,Italian
Cakesie,Dessert,2,3.0,4205,cuisine_1,Dessert
Pizzeria Ciao,,2,3.0,4206,cuisine_1,
Matcha Komachi 1010,"Sushi, Asian",3,3.0,4207,cuisine_1,Sushi
Fengshui,Asian,7,3.5,4208,cuisine_1,Asian
El Hac Juices & Bowls,"Dessert, Austrian",2,3.0,4209,cuisine_1,Dessert
Lindenkeller,"German, Austrian",450,3.0,4210,cuisine_1,German
Caffe Meierei,,21,3.0,4211,cuisine_1,
Heurigen Restaurant Potzleinsdorf,"Austrian, European",28,3.0,4212,cuisine_1,Austrian
Il Pennello,"Italian, Pizza",48,3.0,4213,cuisine_1,Italian
Schnitzelimbiss,"Austrian, European",3,2.5,4214,cuisine_1,Austrian
Pizzeria Senza Danza,"Italian, Pizza",14,3.0,4215,cuisine_1,Italian
Segafredo Fashion Cafe,"Italian, Cafe",4,3.0,4216,cuisine_1,Italian
Wein in the City,"Austrian, European",4,3.5,4217,cuisine_1,Austrian
Waldgasthaus Bockerl,"Austrian, Cafe",22,3.5,4218,cuisine_1,Austrian
3er,"Austrian, European",2,3.0,4219,cuisine_1,Austrian
Green Express,"Chinese, Japanese",9,3.0,4220,cuisine_1,Chinese
Wiener Blut,American,2,3.0,4221,cuisine_1,American
BackWerk,,4,3.0,4222,cuisine_1,
Cafe Zeitlos,Coffee & Tea,2,3.0,4223,cuisine_1,Coffee & Tea
Edo Quick Food,,3,3.0,4224,cuisine_1,
Weingut Schilling,Austrian,25,3.5,4225,cuisine_1,Austrian
5858 Noodle World,Chinese,2,3.0,4226,cuisine_1,Chinese
City Garden,Barbecue,12,3.0,4227,cuisine_1,Barbecue
McDonald's,"Quick Bites, Fast Food",47,3.0,4228,cuisine_1,Quick Bites
Kastaniengarten,"Austrian, European",4,3.0,4229,cuisine_1,Austrian
Burger King,,6,3.0,4230,cuisine_1,
illy Caffe,"Coffee & Tea, Italian",88,3.0,4231,cuisine_1,Coffee & Tea
Unikat - Tanzkessel,"Austrian, European",4,2.5,4232,cuisine_1,Austrian
Wienerwald,"Austrian, European",11,3.0,4233,cuisine_1,Austrian
Marrakesch Restaurant,"European, Middle Eastern",17,3.0,4234,cuisine_1,European
Gasthaus Seeblick,,3,2.5,4235,cuisine_1,
Pub Speakeasy,"Pub, Gastropub",4,3.5,4236,cuisine_1,Pub
Kyoto Running Sushi,"Chinese, Japanese",2,2.5,4237,cuisine_1,Chinese
Creperie Mirabelle,French,1,2.0,4238,cuisine_1,French
Pizza Perryda,"Italian, Indian",2,2.5,4239,cuisine_1,Italian
Chutney Indian Food,Indian,3,3.5,4240,cuisine_1,Indian
Greiner Backstube,"French, Austrian",4,3.0,4241,cuisine_1,French
Gasthof Ungler,"Austrian, European",5,3.0,4242,cuisine_1,Austrian
Hermes,"Austrian, European",97,3.0,4243,cuisine_1,Austrian
Pykes,,4,3.0,4244,cuisine_1,
Weingut Wien Cobenzl,Wine Bar,18,3.0,4245,cuisine_1,Wine Bar
Buschenschank Grausenburger,"Austrian, European",10,3.0,4246,cuisine_1,Austrian
Gaia Wien,Mediterranean,4,3.0,4247,cuisine_1,Mediterranean
Wintergarten im Sünnhof,,3,2.5,4248,cuisine_1,
Meierei im Prater,"Austrian, European",91,3.0,4249,cuisine_1,Austrian
Pizzeria la Gondola,"Italian, Pizza",148,3.0,4250,cuisine_1,Italian
Bortolotti Osvaldo,"Dessert, Cafe",16,3.0,4251,cuisine_1,Dessert
DeliBrot,Cafe,2,2.5,4252,cuisine_1,Cafe
Strock Town Town,Coffee & Tea,1,2.0,4253,cuisine_1,Coffee & Tea
Yachthafen Kuchelau,"German, European",18,3.0,4254,cuisine_1,German
Oriental Garden,,2,2.5,4255,cuisine_1,
Wiener Schnitzlplatz'l,Fast Food,2,2.5,4256,cuisine_1,Fast Food
Kahlenberg-Restaurant,"Austrian, European",73,3.0,4257,cuisine_1,Austrian
bergwirt,"Austrian, Bar",10,3.0,4258,cuisine_1,Austrian
Floridsdorfer Stube,"German, Austrian",12,3.0,4259,cuisine_1,German
Bunkerei,"Austrian, European",36,3.0,4260,cuisine_1,Austrian
Kulturzentrum & Cafe 7*Stern,"Cafe, European",93,3.0,4261,cuisine_1,Cafe
Dick Mack's,"Bars & Pubs, Bar",48,3.0,4262,cuisine_1,Bars & Pubs
Frascati,"Italian, Pizza",186,3.0,4263,cuisine_1,Italian
Haagen-Dazs,"Dessert, Deli",6,3.0,4264,cuisine_1,Dessert
McDonald's,"Quick Bites, Fast Food",3,3.5,4265,cuisine_1,Quick Bites
Mama's Gyros,"Fast Food, Greek",1,2.0,4266,cuisine_1,Fast Food
Pizza Mann,"Italian, Pizza",14,3.0,4267,cuisine_1,Italian
Segafredo Espresso Meidling,"Coffee & Tea, Italian",6,2.5,4268,cuisine_1,Coffee & Tea
Domino's Pizza,Pizza,1,2.0,4269,cuisine_1,Pizza
X-Celsior Caffe-Bar,"Coffee & Tea, Austrian",83,2.5,4270,cuisine_1,Coffee & Tea
McDonalds Handelskai,"Quick Bites, American",29,3.0,4271,cuisine_1,Quick Bites
Café Latte Art,,9,3.0,4272,cuisine_1,
Cafe Namenlos,"Coffee & Tea, Cafe",3,3.0,4273,cuisine_1,Coffee & Tea
Cafe-Bakery Linsbichler,,2,2.0,4274,cuisine_1,
Konditorei Haindl,Coffee & Tea,1,2.0,4275,cuisine_1,Coffee & Tea
BBQ Asian,"Chinese, Sushi",24,3.0,4276,cuisine_1,Chinese
Il Pescatore Fischspezialitäten Restaurant,Italian,2,2.0,4277,cuisine_1,Italian
Backerei Felber,"Coffee & Tea, Cafe",8,3.0,4278,cuisine_1,Coffee & Tea
Uncle's Fastfood,"Pizza, Fast Food",2,2.5,4279,cuisine_1,Pizza
BackWerk,,2,2.5,4280,cuisine_1,
Eisgrotte,"Dessert, Italian",30,3.0,4281,cuisine_1,Dessert
Pizza Mann,,2,2.5,4282,cuisine_1,
Pizza Mann,,6,3.0,4283,cuisine_1,
Pizzeria La Mare,,1,2.0,4284,cuisine_1,
Saray Kebap & Pizza,,2,2.5,4285,cuisine_1,
lutz - der club,International,4,2.5,4286,cuisine_1,International
Aida Café-Konditorei,,4,2.5,4287,cuisine_1,
Bersi Restaurant,,2,2.5,4288,cuisine_1,
Restaurat Champion,"Austrian, International",,,4289,cuisine_1,Austrian
Pizza Mann,,2,2.0,4290,cuisine_1,
Running Asia,Asian,20,3.0,4291,cuisine_1,Asian
Chilinos,Mexican,48,3.0,4292,cuisine_1,Mexican
BackWerk,,1,2.0,4293,cuisine_1,
Mai Kai,Indian,6,3.0,4294,cuisine_1,Indian
Nordsee Europaplatz,Fast Food,3,2.5,4295,cuisine_1,Fast Food
Weinschenke zur Blauen Nos'n,"Austrian, European",15,2.5,4296,cuisine_1,Austrian
Pizzeria San Stefano,"Italian, American",6,2.5,4297,cuisine_1,Italian
INTERSPAR-Restaurant,,1,2.0,4298,cuisine_1,
Contor,Wine Bar,7,3.0,4299,cuisine_1,Wine Bar
Gösser Bräu 1160,"Austrian, European",2,2.5,4300,cuisine_1,Austrian
Quattro Due,Italian,2,1.5,4301,cuisine_1,Italian
Knusperhauschen,Austrian,35,3.0,4302,cuisine_1,Austrian
Laifu Asia Kuche,"Sushi, Asian",1,2.0,4303,cuisine_1,Sushi
Zum Gockelhahn,German,6,2.5,4304,cuisine_1,German
Zeljo Grill Burek,"Fast Food, Grill",2,2.0,4305,cuisine_1,Fast Food
Schnitzelküche,"Austrian, European",5,3.0,4306,cuisine_1,Austrian
"JO&JOE Vienna Restaurant, Bar & Rooftop","Italian, American",1,2.0,4307,cuisine_1,Italian
Dots Establishment,"Japanese, Sushi",51,3.0,4308,cuisine_1,Japanese
Mango Restaurant,"Chinese, Japanese",38,3.0,4309,cuisine_1,Chinese
Rasthaus Hirschgstemm,,2,2.5,4310,cuisine_1,
Safari Lodge Pizzeria Angelo,"Austrian, Pizza",13,3.0,4311,cuisine_1,Austrian
Winzerhof Leopold,"Austrian, International",2,2.5,4312,cuisine_1,Austrian
Domino's Pizza,"American, Pizza",1,2.0,4313,cuisine_1,American
Pizzeria Gallo Bianco,,2,2.5,4314,cuisine_1,
XXXLutz Restaurant,"Austrian, International",3,2.5,4315,cuisine_1,Austrian
Domino's Pizza,,4,2.5,4316,cuisine_1,
Zur Schießstätte,,3,2.5,4317,cuisine_1,
Ristorante Francesco,Italian,2,3.0,4318,cuisine_1,Italian
Café-Restaurant Galerie,"Austrian, Cafe",4,2.0,4319,cuisine_1,Austrian
Fresco Grill,"Mexican, Southwestern",118,3.0,4320,cuisine_1,Mexican
Brunchhouse Am Irissee,Coffee & Tea,8,2.5,4321,cuisine_1,Coffee & Tea
Nobauer Hubert,"Bakeries, European",5,2.5,4322,cuisine_1,Bakeries
Le Petit Chef Wien,,7,2.5,4323,cuisine_1,
Babenberger Passage,,24,2.5,4324,cuisine_1,
See Me,,9,3.0,4325,cuisine_1,
Lenek's,Vietnamese,2,2.0,4326,cuisine_1,Vietnamese
Wiener Huette,"Austrian, Brew Pub",38,3.0,4327,cuisine_1,Austrian
Red Lion Pub,,19,3.0,4328,cuisine_1,
Kent Restaurant Favoriten,"Turkish, Middle Eastern",8,3.0,4329,cuisine_1,Turkish
Tri Caffe,European,18,2.5,4330,cuisine_1,European
Tonstube,Bars & Pubs,2,2.0,4331,cuisine_1,Bars & Pubs
Ginza Running Sushi,"Chinese, Japanese",115,3.0,4332,cuisine_1,Chinese
Weinerwald Restaurant,"German, Austrian",197,3.0,4333,cuisine_1,German
La Veduta,"Italian, Pizza",23,2.5,4334,cuisine_1,Italian
Eissalon Zanoni & Facincani,"Dessert, Deli",19,2.5,4335,cuisine_1,Dessert
Cafe Opernring,"Austrian, Cafe",89,2.5,4336,cuisine_1,Austrian
VAPIANO WIENERBERG,"Italian, European",8,2.5,4337,cuisine_1,Italian
Cafe Meierei im Volkgarten,"Austrian, Cafe",26,3.0,4338,cuisine_1,Austrian
Pizzeria San Giovani,Italian,16,2.5,4339,cuisine_1,Italian
Nykke,,16,2.5,4340,cuisine_1,
Terrassencafé Im Hundertwasserhaus,"Bars & Pubs, Austrian",10,2.5,4341,cuisine_1,Bars & Pubs
Lucky Garden,"Chinese, Sushi",10,2.5,4342,cuisine_1,Chinese
Cafe Massimo,,2,2.0,4343,cuisine_1,
Duru Kebap,"Turkish, Middle Eastern",17,3.0,4344,cuisine_1,Turkish
Birner Eissalon,"Italian, Bar",1,1.0,4345,cuisine_1,Italian
Kleinod Stadtgarten,,3,2.5,4346,cuisine_1,
Sajado Red,,4,2.5,4347,cuisine_1,
Anker-bistro,"Austrian, Cafe",1,1.0,4348,cuisine_1,Austrian
Inselcafe,,9,2.5,4349,cuisine_1,
Volksgarten Pavillon,Pub,61,3.0,4350,cuisine_1,Pub
Asia Restaurant Orangery,Asian,8,2.5,4351,cuisine_1,Asian
Der Mann der verwohnt,,2,2.5,4352,cuisine_1,
Blumenwiese,"Austrian, Bar",133,3.0,4353,cuisine_1,Austrian
Trattoria Pulcinella Am Naschmarkt,,3,2.5,4354,cuisine_1,
Saffron Lounge,Indian,7,2.5,4355,cuisine_1,Indian
Operncafe,"Dessert, Austrian",75,3.0,4356,cuisine_1,Dessert
Pulcinella,"Bars & Pubs, Pub",3,2.5,4357,cuisine_1,Bars & Pubs
Summerstation,Grill,2,2.5,4358,cuisine_1,Grill
Pizzeria Del Gusto,"Italian, Pizza",8,3.0,4359,cuisine_1,Italian
McDonald's,Fast Food,32,3.0,4360,cuisine_1,Fast Food
Subway,,1,1.0,4361,cuisine_1,
Aspern Pizza,Pizza,7,2.5,4362,cuisine_1,Pizza
McDonald's Liesinger Platz,,7,2.5,4363,cuisine_1,
Gasthaus Tirolergarten,"Austrian, European",106,3.0,4364,cuisine_1,Austrian
Saray Restaurant,"Turkish, Middle Eastern",2,2.0,4365,cuisine_1,Turkish
Schmankerl Braeu,"German, Austrian",5,3.0,4366,cuisine_1,German
Schutzhaus Am Ameisbach,Austrian,13,2.5,4367,cuisine_1,Austrian
Roter Engel,"Bars & Pubs, Bar",44,3.0,4368,cuisine_1,Bars & Pubs
Interspar-Restaurant,,2,2.0,4369,cuisine_1,
Black Lounge,Pub,1,1.0,4370,cuisine_1,Pub
100tage sommer,,28,3.0,4371,cuisine_1,
Freiluft Palais Auersperg,"Bars & Pubs, French",3,2.5,4372,cuisine_1,Bars & Pubs
X-Celsior Espresso DI Dario Trucco,"Coffee & Tea, Cafe",20,3.0,4373,cuisine_1,Coffee & Tea
"Starbucks, Hauptbahnhof Wien",Coffee & Tea,8,2.5,4374,cuisine_1,Coffee & Tea
Code1842,"Bar, Cafe",5,2.5,4375,cuisine_1,Bar
Pizzeria Ristorante Bibo,,5,2.0,4376,cuisine_1,
Zushi Market,,2,2.0,4377,cuisine_1,
Heuriger Deutsch,"Austrian, European",12,3.0,4378,cuisine_1,Austrian
Richy's,"Bar, Pub",1,1.0,4379,cuisine_1,Bar
Maya Garden,"Steakhouse, Bar",16,2.5,4380,cuisine_1,Steakhouse
Wirr am Brunnenmarkt,German,42,2.5,4381,cuisine_1,German
Schraubenkobel Pop Up,,1,1.0,4382,cuisine_1,
Ottimo,,1,1.0,4383,cuisine_1,
Casa Romana,"Italian, Pizza",193,2.5,4384,cuisine_1,Italian
Vapiano,Italian,1,1.0,4385,cuisine_1,Italian
Das Faber,"Austrian, European",1,1.0,4386,cuisine_1,Austrian
Kyoto Running Sushi,"Japanese, Sushi",22,3.0,4387,cuisine_1,Japanese
Otto Yami - Sushi & Grill,"Sushi, Asian",24,2.5,4388,cuisine_1,Sushi
Skyline Lounge Restaurant Kahlenberg,Austrian,27,2.5,4389,cuisine_1,Austrian
Domino's Pizza,"American, Pizza",1,1.0,4390,cuisine_1,American
Pinoy Food Am Brillantengrund,"Filipino, Asian",1,1.0,4391,cuisine_1,Filipino
Benjamin,,2,1.0,4392,cuisine_1,
